timestamp,city,aqi,pm25,pm10,o3,no2,so2,co,temperature,humidity,pressure,wind_speed,hour,day_of_week,month,is_weekend,aqi_next_1d,aqi_next_2d,aqi_next_3d
2025-06-15 00:07:07.321221,"Barcelona (Eixample), Catalunya, Spain",51,50,23,51.3,11.5,1.1,0.1,24.4,77,1019.7,,23,2,6,False,51.0,51.0,51.0
2025-06-15 01:07:01.278468,"Barcelona (Eixample), Catalunya, Spain",51,50,23,51.3,11.5,1.1,0.1,24.4,77,1019.7,,23,2,6,False,51.0,51.0,51.0
2025-06-15 02:06:58.524922,"Barcelona (Eixample), Catalunya, Spain",51,50,23,51.3,11.5,1.1,0.1,24.4,77,1019.7,,23,2,6,False,51.0,51.0,51.0
2025-06-15 03:06:55.806094,"Barcelona (Eixample), Catalunya, Spain",51,50,23,51.3,11.5,1.1,0.1,24.4,77,1019.7,,23,2,6,False,51.0,51.0,51.0
2025-06-15 04:06:53.205452,"Barcelona (Eixample), Catalunya, Spain",51,50,23,51.3,11.5,1.1,0.1,24.4,77,1019.7,,23,2,6,False,51.0,51.0,51.0
2025-06-15 05:06:50.619513,"Barcelona (Eixample), Catalunya, Spain",51,50,23,51.3,11.5,1.1,0.1,24.4,77,1019.7,,23,2,6,False,51.0,51.0,51.0
2025-06-15 06:06:48.026617,"Barcelona (Eixample), Catalunya, Spain",51,50,23,51.3,11.5,1.1,0.1,24.4,77,1019.7,,23,2,6,False,51.0,51.0,51.0
2025-06-15 07:06:45.401505,"Barcelona (Eixample), Catalunya, Spain",51,50,23,51.3,11.5,1.1,0.1,24.4,77,1019.7,,23,2,6,False,51.0,51.0,51.0
2025-06-15 08:06:42.596042,"Barcelona (Eixample), Catalunya, Spain",51,50,23,51.3,11.5,1.1,0.1,24.4,77,1019.7,,23,2,6,False,51.0,51.0,51.0
2025-06-15 09:06:39.972316,"Barcelona (Eixample), Catalunya, Spain",51,50,23,51.3,11.5,1.1,0.1,24.4,77,1019.7,,23,2,6,False,51.0,51.0,51.0
2025-06-15 10:06:37.296178,"Barcelona (Eixample), Catalunya, Spain",51,50,23,51.3,11.5,1.1,0.1,24.4,77,1019.7,,23,2,6,False,51.0,51.0,51.0
2025-06-15 11:06:34.546460,"Barcelona (Eixample), Catalunya, Spain",51,50,23,51.3,11.5,1.1,0.1,24.4,77,1019.7,,23,2,6,False,51.0,51.0,51.0
2025-06-15 12:06:31.883582,"Barcelona (Eixample), Catalunya, Spain",51,50,23,51.3,11.5,1.1,0.1,24.4,77,1019.7,,23,2,6,False,51.0,51.0,51.0
2025-06-15 13:06:29.226723,"Barcelona (Eixample), Catalunya, Spain",51,50,23,51.3,11.5,1.1,0.1,24.4,77,1019.7,,23,2,6,False,51.0,51.0,51.0
2025-06-15 14:06:26.558495,"Barcelona (Eixample), Catalunya, Spain",51,50,23,51.3,11.5,1.1,0.1,24.4,77,1019.7,,23,2,6,False,51.0,51.0,51.0
2025-06-15 15:06:23.863528,"Barcelona (Eixample), Catalunya, Spain",51,50,23,51.3,11.5,1.1,0.1,24.4,77,1019.7,,23,2,6,False,51.0,51.0,51.0
2025-06-15 16:06:21.337013,"Barcelona (Eixample), Catalunya, Spain",51,50,23,51.3,11.5,1.1,0.1,24.4,77,1019.7,,23,2,6,False,51.0,51.0,51.0
2025-06-15 17:06:18.673540,"Barcelona (Eixample), Catalunya, Spain",51,50,23,51.3,11.5,1.1,0.1,24.4,77,1019.7,,23,2,6,False,51.0,51.0,51.0
2025-06-15 18:06:15.908919,"Barcelona (Eixample), Catalunya, Spain",51,50,23,51.3,11.5,1.1,0.1,24.4,77,1019.7,,23,2,6,False,51.0,51.0,51.0
2025-06-15 19:06:13.227445,"Barcelona (Eixample), Catalunya, Spain",51,50,23,51.3,11.5,1.1,0.1,24.4,77,1019.7,,23,2,6,False,51.0,51.0,51.0
2025-06-15 20:06:10.585782,"Barcelona (Eixample), Catalunya, Spain",51,50,23,51.3,11.5,1.1,0.1,24.4,77,1019.7,,23,2,6,False,51.0,51.0,51.0
2025-06-15 21:06:07.921598,"Barcelona (Eixample), Catalunya, Spain",51,50,23,51.3,11.5,1.1,0.1,24.4,77,1019.7,,23,2,6,False,51.0,51.0,51.0
2025-06-15 22:06:05.156759,"Barcelona (Eixample), Catalunya, Spain",51,50,23,51.3,11.5,1.1,0.1,24.4,77,1019.7,,23,2,6,False,51.0,51.0,51.0
2025-06-15 23:06:02.393720,"Barcelona (Eixample), Catalunya, Spain",51,50,23,51.3,11.5,1.1,0.1,24.4,77,1019.7,,23,2,6,False,51.0,51.0,51.0
